id_especimen,longitud_total_mm,longitud_elitro_mm,anchura_max_mm,anchura_pronoto_mm,anchura_cabeza_mm,altura_cuerpo_mm,peso_mg,longitud_antena_mm,num_segmentos_antena,longitud_pata_posterior_mm,longitud_femur_mm,longitud_tibia_mm,longitud_ala_mm,envergadura_mm,num_manchas,diametro_mancha_mm,num_estrias_elitro,distancia_interocular_mm,diametro_ojo_mm,longitud_mandibula_mm,ratio_largo_ancho,ratio_antena_cuerpo,ratio_ala_cuerpo,area_dorsal_mm2,volumen_estimado_mm3,densidad_setas,intensidad_color,especie_invasora
INV012542,15.05,9.02,7.58,5.7,4.05,4.0,139,7.96,12,9.29,4.26,4.03,12.73,33.04,7,0.9,9,1.98,0.68,1.79,1.99,0.529,0.846,89.0,256.7,15,144,0
INV012543,16.28,9.96,7.37,5.85,3.7,4.63,182,7.94,11,9.72,4.4,4.05,14.33,36.03,7,0.8,9,2.0,1.01,1.66,2.21,0.488,0.88,93.6,270.0,8,49,0
INV012544,13.71,8.41,6.85,5.18,3.68,4.55,136,5.44,10,8.45,3.83,3.28,10.23,27.31,2,0.56,7,1.92,1.16,0.76,2.0,0.397,0.746,73.3,211.3,8,34,0
INV012545,14.96,9.15,7.81,6.33,3.74,4.16,203,7.7,11,9.84,4.55,4.01,11.67,31.15,5,0.52,8,2.15,1.09,1.21,1.92,0.515,0.78,91.1,262.9,6,71,0
INV012546,18.5,11.83,7.26,5.99,3.61,5.33,267,8.82,10,10.54,4.77,4.36,14.56,36.38,2,0.96,8,1.88,0.96,1.59,2.55,0.477,0.787,104.8,302.2,10,115,0
INV012547,10.75,6.79,5.99,4.47,2.91,3.87,31,6.43,13,7.55,3.44,3.0,10.26,26.51,6,0.46,8,1.53,0.93,1.0,1.79,0.598,0.954,50.2,144.9,5,99,0
INV012548,13.75,8.36,4.9,3.66,2.56,3.66,72,6.81,9,8.21,3.74,3.52,11.48,27.86,10,1.06,8,1.14,0.53,1.54,2.81,0.495,0.835,52.6,151.6,16,64,0
INV012549,16.16,9.82,7.29,5.84,3.58,4.03,146,7.66,9,8.25,3.93,3.46,12.35,31.99,3,0.37,9,1.79,1.28,1.56,2.22,0.474,0.764,91.9,265.1,8,96,0
INV012550,17.32,10.57,6.74,5.51,3.51,4.4,155,8.92,9,8.29,4.03,3.56,14.11,34.96,9,1.06,9,1.7,0.43,1.64,2.57,0.515,0.815,91.1,262.7,16,157,1
INV012551,25.36,15.67,10.13,7.98,5.12,6.34,387,11.93,10,12.57,5.67,5.28,20.04,50.21,8,0.82,9,2.59,0.9,2.46,2.5,0.47,0.79,200.4,578.0,16,134,1
INV012552,18.62,11.92,6.7,5.12,3.41,4.42,192,9.65,9,10.26,4.73,4.22,15.41,37.52,12,1.41,10,1.75,1.05,2.37,2.78,0.518,0.828,97.3,280.7,25,178,0
INV012553,13.35,8.0,6.33,4.74,3.22,4.94,84,6.5,9,8.23,3.78,3.53,11.09,28.51,7,0.71,9,1.71,0.67,1.5,2.11,0.487,0.831,65.9,190.1,13,124,0
INV012554,16.6,10.25,7.04,5.48,3.73,4.56,144,7.34,10,8.04,3.54,3.43,12.88,32.8,3,0.72,10,1.8,1.0,1.48,2.36,0.442,0.776,91.2,262.9,15,108,0
INV012555,18.13,10.93,7.95,6.0,4.29,5.01,235,9.12,12,9.97,4.48,4.1,14.8,37.55,3,0.56,6,2.01,0.89,1.41,2.28,0.503,0.816,112.4,324.3,10,131,0
INV012556,19.86,12.24,9.32,6.89,4.65,5.97,275,9.67,10,11.27,4.97,5.07,16.17,41.66,7,0.78,10,2.39,0.97,2.38,2.13,0.487,0.814,144.4,416.5,13,151,1
INV012557,20.41,12.75,7.99,6.41,4.3,5.84,294,11.1,11,11.01,5.22,4.39,17.53,43.05,9,1.24,10,2.14,0.84,2.51,2.55,0.544,0.859,127.2,366.9,12,154,1
INV012558,20.24,12.48,7.15,5.68,3.64,5.37,255,9.89,10,11.55,5.28,4.46,16.3,39.75,10,1.38,13,1.84,1.01,1.99,2.83,0.489,0.805,112.9,325.6,15,119,1
INV012559,12.26,7.33,6.85,4.93,3.63,4.09,99,5.2,9,8.71,3.99,3.67,10.36,27.57,2,0.28,6,1.87,0.83,0.8,1.79,0.424,0.845,65.5,189.0,4,44,0
INV012560,12.5,7.98,6.52,5.06,3.38,4.42,73,5.61,10,7.02,3.31,3.07,9.31,25.14,4,0.35,9,1.69,0.48,0.76,1.92,0.449,0.745,63.6,183.4,4,53,0
INV012561,17.84,11.02,8.19,6.23,4.13,5.05,205,9.71,11,9.62,4.77,3.95,14.54,37.27,6,1.01,9,2.24,0.91,1.94,2.18,0.544,0.815,114.0,328.7,12,108,0
INV012562,14.07,7.97,5.44,3.96,2.81,3.87,124,7.35,10,7.9,3.64,3.06,11.42,28.28,6,1.08,9,1.39,0.81,1.29,2.59,0.522,0.812,59.7,172.2,11,107,0
INV012563,14.44,9.18,6.88,5.43,3.36,4.09,160,7.1,11,8.11,3.59,3.34,12.26,31.4,6,0.86,9,1.72,0.53,1.57,2.1,0.492,0.849,77.5,223.5,14,114,0
INV012564,18.74,12.02,8.21,6.03,4.32,5.38,232,8.15,10,10.24,4.55,4.41,14.67,37.55,9,0.56,9,2.04,0.86,2.24,2.28,0.435,0.783,120.0,346.2,13,94,0
INV012565,13.72,8.43,4.76,3.73,2.29,3.66,38,6.57,10,7.83,3.46,3.26,10.65,26.06,7,0.92,9,0.96,1.07,1.36,2.88,0.479,0.776,50.9,146.9,15,156,0
INV012566,14.46,8.57,8.32,6.18,4.38,4.01,170,6.12,9,8.84,3.99,3.31,11.02,30.36,1,0.39,9,2.26,1.08,1.26,1.74,0.423,0.762,93.8,270.7,0,61,0
INV012567,15.2,9.71,7.03,5.23,3.73,4.91,155,7.82,10,8.36,4.18,3.49,12.37,31.77,7,0.9,11,1.82,1.08,1.76,2.16,0.514,0.814,83.3,240.4,9,86,0
INV012568,17.01,10.29,7.97,6.17,3.92,4.28,198,7.32,11,10.14,4.47,4.3,12.09,32.15,1,0.37,8,2.12,1.06,1.21,2.13,0.43,0.711,105.7,305.0,5,71,0
INV012569,17.74,11.05,8.89,7.19,4.67,5.18,267,8.95,10,11.23,5.04,4.81,15.52,39.93,4,0.87,10,2.25,0.39,1.9,2.0,0.505,0.875,123.0,354.8,9,106,0
INV012570,15.59,9.68,8.49,6.55,4.57,4.62,195,6.17,8,10.84,5.01,4.73,12.48,33.45,0,0.35,8,2.34,1.06,1.26,1.84,0.396,0.801,103.2,297.8,9,66,0
INV012571,19.31,11.66,8.4,6.64,4.48,5.15,251,9.69,10,9.76,4.57,4.12,14.95,38.3,9,0.6,10,2.23,1.17,2.13,2.3,0.502,0.774,126.5,365.0,13,125,0
INV012572,14.5,8.64,5.74,4.51,3.04,3.96,136,7.39,10,8.22,3.66,3.39,12.42,30.58,10,1.35,10,1.41,1.24,1.72,2.53,0.51,0.857,64.9,187.3,18,132,0
INV012573,17.1,10.23,7.56,5.72,4.02,4.73,151,9.45,11,9.82,4.8,4.2,14.63,36.82,9,0.99,11,2.01,0.75,2.12,2.26,0.553,0.856,100.8,290.9,18,146,0
INV012574,12.18,7.52,6.59,5.07,3.4,3.89,63,6.14,9,7.02,2.9,2.89,9.87,26.33,3,0.77,9,1.68,1.17,1.24,1.85,0.504,0.81,62.6,180.6,12,126,0
INV012575,16.09,9.96,9.12,7.22,4.61,5.47,234,7.09,11,10.03,4.58,4.13,12.85,34.82,4,0.5,4,2.33,1.06,1.31,1.76,0.441,0.799,114.5,330.2,10,65,0
INV012576,22.64,13.59,8.83,6.85,4.5,6.22,381,11.96,10,11.88,5.27,4.88,17.42,43.67,9,1.1,11,2.15,0.74,2.11,2.56,0.528,0.769,155.9,449.8,14,129,1
INV012577,14.98,9.37,5.09,4.09,2.55,3.49,100,8.17,10,7.85,3.62,3.11,13.06,31.21,12,1.1,11,1.35,1.21,1.93,2.94,0.545,0.872,59.5,171.6,18,215,0
INV012578,16.14,9.74,5.51,4.0,2.61,4.01,132,7.85,11,8.61,4.07,4.19,11.87,29.25,8,1.15,10,1.5,1.08,1.38,2.93,0.486,0.735,69.4,200.1,16,206,0
INV012579,16.06,10.14,7.89,6.05,4.12,4.54,205,8.49,9,10.05,4.82,4.03,12.84,33.57,3,0.39,8,2.07,0.31,1.49,2.04,0.529,0.8,98.8,285.1,4,44,0
INV012580,14.29,8.81,7.01,5.43,3.54,4.32,118,7.27,9,8.94,3.76,3.6,11.04,29.09,2,0.22,5,1.74,1.01,1.44,2.04,0.509,0.773,78.1,225.4,9,57,0
INV012581,14.79,9.08,7.49,6.0,3.83,4.17,184,6.98,9,8.31,3.98,3.65,11.72,30.93,1,0.29,6,1.99,1.59,1.17,1.97,0.472,0.792,86.4,249.2,9,68,0
INV012582,12.56,7.79,7.92,6.39,3.96,4.17,76,5.11,8,8.31,3.92,3.23,9.43,26.78,1,0.21,7,2.01,0.66,0.91,1.59,0.407,0.751,77.6,223.8,4,26,0
INV012583,9.17,5.54,3.83,2.59,2.0,2.38,10,4.31,10,5.74,2.26,2.43,7.55,18.93,8,0.87,9,1.01,1.03,0.67,2.39,0.47,0.823,27.4,79.0,14,71,0
INV012584,13.04,8.73,6.19,4.84,3.18,4.6,111,7.03,12,8.79,3.84,3.76,10.54,27.27,3,0.64,7,1.62,1.02,1.08,2.11,0.539,0.808,63.0,181.6,10,54,0
INV012585,14.96,9.18,6.61,5.36,3.39,4.22,146,7.4,8,9.1,3.94,3.72,12.55,31.71,6,0.78,11,1.69,0.97,1.66,2.26,0.495,0.839,77.1,222.5,11,132,0
INV012586,14.61,9.19,6.04,5.33,3.26,3.83,127,8.11,9,7.62,3.64,3.38,12.8,31.64,7,0.95,7,1.65,0.49,1.94,2.42,0.555,0.876,68.8,198.5,12,116,0
INV012587,16.17,10.32,7.62,5.91,4.12,4.46,143,7.78,10,8.87,4.47,3.92,12.43,32.48,6,0.49,10,2.03,1.01,1.37,2.12,0.481,0.769,96.1,277.2,14,116,0
INV012588,19.64,11.76,9.11,7.29,4.77,5.8,312,9.73,10,11.68,5.77,5.09,16.27,41.65,5,0.5,8,2.32,1.0,2.04,2.16,0.495,0.828,139.6,402.6,13,84,1
INV012589,17.17,10.66,8.52,6.75,4.84,4.85,231,8.9,11,9.14,4.25,3.69,14.09,36.7,9,0.75,7,2.13,0.98,1.77,2.02,0.518,0.821,114.1,329.1,9,41,0
INV012590,12.83,7.84,5.48,4.31,3.03,3.58,47,6.37,9,6.38,3.31,2.52,10.69,26.86,9,0.71,7,1.35,0.72,1.39,2.34,0.496,0.833,54.8,158.2,18,86,0
INV012591,19.63,12.22,6.73,5.43,3.46,5.0,234,10.48,11,9.72,4.72,4.08,15.32,37.37,12,1.36,9,2.13,1.03,2.05,2.92,0.534,0.78,103.0,297.2,22,158,1
INV012592,11.88,7.39,7.04,5.53,3.44,4.04,87,5.14,10,7.87,3.39,2.96,9.17,25.38,3,0.24,7,1.79,0.89,0.78,1.69,0.433,0.772,65.2,188.2,6,70,0
INV012593,16.68,10.19,9.47,7.66,4.77,4.88,241,7.87,10,11.36,5.39,4.85,14.6,38.67,3,0.24,8,2.44,1.31,1.65,1.76,0.472,0.875,123.2,355.4,6,75,0
INV012594,15.34,9.13,5.98,5.07,3.08,4.02,102,8.25,9,7.69,3.31,3.33,12.77,31.52,6,0.98,9,1.5,0.64,1.91,2.57,0.538,0.832,71.6,206.4,21,117,0
INV012595,19.74,12.2,8.93,6.99,4.77,5.42,294,9.1,12,10.2,4.61,4.12,15.14,39.21,6,0.85,10,2.38,0.64,2.06,2.21,0.461,0.767,137.5,396.6,8,126,0
INV012596,14.88,8.97,5.55,4.03,3.01,3.33,100,8.28,9,7.53,3.05,2.87,12.61,30.77,12,1.26,12,1.42,1.23,1.68,2.68,0.556,0.847,64.4,185.8,16,174,1
INV012597,17.72,11.17,7.07,5.53,3.56,5.06,225,8.85,13,9.84,4.58,4.39,13.94,34.95,4,0.74,11,2.09,0.94,1.78,2.51,0.499,0.787,97.7,281.9,15,129,1
INV012598,15.48,9.77,6.96,5.25,3.77,3.75,90,7.52,10,8.04,3.61,3.42,12.96,32.88,7,0.68,12,1.86,0.81,1.42,2.22,0.486,0.837,84.0,242.4,11,175,0
INV012599,16.35,10.17,6.97,5.37,3.5,5.08,158,8.71,9,9.61,4.42,4.01,12.85,32.67,4,0.83,8,1.99,0.73,1.58,2.35,0.533,0.786,88.9,256.4,10,102,0
INV012600,11.59,7.13,5.23,4.14,2.69,3.86,37,6.4,8,6.46,3.11,2.83,9.77,24.77,3,0.58,9,1.35,0.83,0.93,2.22,0.552,0.843,47.3,136.4,10,78,0
INV012601,17.1,10.63,7.41,5.75,3.83,4.82,209,8.17,9,9.62,4.49,4.32,13.53,34.47,8,0.89,9,2.02,0.96,1.76,2.31,0.478,0.791,98.8,285.1,17,135,0
INV012602,13.61,8.31,5.9,5.16,3.05,3.49,94,6.27,11,7.59,3.58,3.38,10.21,26.32,6,0.6,8,1.69,1.49,1.16,2.31,0.461,0.75,62.6,180.7,16,89,0
INV012603,20.3,12.4,8.77,6.86,4.35,6.23,283,10.13,10,11.61,5.14,4.97,16.75,42.27,6,0.81,8,2.29,0.97,2.28,2.31,0.499,0.825,138.9,400.6,13,123,1
INV012604,12.12,7.38,6.05,4.43,3.12,3.62,111,5.57,9,7.0,3.29,3.21,10.55,27.15,2,0.44,7,1.5,1.14,0.69,2.0,0.46,0.87,57.2,165.0,6,103,0
INV012605,18.98,11.68,8.06,6.25,4.25,5.39,247,9.85,10,10.14,4.41,4.12,13.42,34.9,8,0.93,8,2.14,0.6,2.02,2.35,0.519,0.707,119.3,344.2,14,115,0
INV012606,14.86,9.43,5.88,4.56,2.8,3.92,76,8.28,10,7.58,3.41,3.16,12.85,31.58,7,1.17,10,1.44,0.64,1.59,2.53,0.557,0.865,68.2,196.6,15,179,0
INV012607,12.79,7.94,4.55,3.57,2.55,3.4,12,6.74,10,6.61,3.19,2.76,11.31,27.17,10,1.03,11,0.93,0.4,1.49,2.81,0.527,0.884,45.4,130.9,17,194,0
INV012608,18.19,11.04,10.3,7.98,5.35,6.09,325,8.94,9,11.88,5.44,4.92,15.35,41.0,1,0.17,8,2.57,0.68,1.12,1.77,0.491,0.844,146.1,421.6,2,10,0
INV012609,14.85,9.0,6.73,5.17,3.4,4.32,118,6.5,8,7.78,3.39,3.2,12.14,31.01,5,0.95,12,1.72,1.28,1.92,2.21,0.438,0.818,78.0,224.9,11,169,0
INV012610,17.46,10.85,7.96,6.58,4.27,4.59,195,8.48,10,10.19,5.09,4.3,14.03,36.02,6,0.37,9,2.03,1.04,1.58,2.19,0.486,0.804,108.4,312.7,9,115,0
INV012611,13.48,8.27,6.55,5.22,3.27,4.09,81,6.89,11,7.65,3.61,3.25,12.31,31.17,7,1.08,8,1.7,1.06,1.58,2.06,0.511,0.913,68.9,198.7,16,98,0
INV012612,16.96,10.64,7.42,5.82,3.8,4.51,225,8.15,8,9.87,4.63,4.51,13.46,34.34,3,0.7,7,1.76,1.08,1.44,2.29,0.481,0.794,98.2,283.1,6,92,0
INV012613,18.35,11.23,6.43,5.18,3.18,4.59,208,9.35,8,9.33,4.43,3.76,15.75,37.93,10,1.43,11,1.66,1.05,2.24,2.85,0.51,0.858,92.0,265.5,20,255,1
INV012614,13.27,8.34,5.53,4.14,3.12,3.37,67,7.24,10,7.45,3.3,3.24,9.88,25.29,8,0.93,8,1.55,0.97,1.28,2.4,0.546,0.745,57.2,165.1,8,102,0
INV012615,15.77,9.36,7.43,5.44,3.77,3.67,140,7.27,10,8.88,4.11,3.78,11.17,29.77,2,0.58,9,1.8,1.05,1.3,2.12,0.461,0.708,91.4,263.6,8,48,0
INV012616,20.1,12.63,8.14,6.31,4.31,5.26,287,10.6,9,10.85,5.13,4.42,16.32,40.78,7,0.97,11,2.2,1.13,2.01,2.47,0.527,0.812,127.6,368.1,17,112,1
INV012617,18.32,11.68,6.64,5.24,3.37,4.7,201,9.16,9,9.23,4.02,3.71,14.06,34.76,10,0.83,8,1.63,0.84,1.75,2.76,0.5,0.767,94.9,273.7,16,120,0
INV012618,16.13,9.53,9.05,7.06,4.72,4.68,197,6.42,9,9.73,4.29,4.2,12.11,33.27,0,0.2,7,2.33,0.82,1.14,1.78,0.398,0.751,113.9,328.4,3,10,0
INV012619,12.39,7.66,6.8,5.16,3.55,3.47,44,5.87,9,7.58,3.33,3.04,9.8,26.4,2,0.27,8,1.68,0.93,0.99,1.82,0.474,0.791,65.7,189.6,6,81,0
INV012620,17.51,10.93,7.33,5.45,4.18,4.58,199,6.96,11,9.57,4.66,3.98,13.13,33.59,6,0.48,7,1.6,0.88,1.1,2.39,0.397,0.75,100.1,288.8,9,152,0
INV012621,13.8,8.38,7.49,5.72,3.97,4.8,120,7.45,10,8.65,3.9,4.02,12.28,32.05,7,0.75,9,1.94,0.66,1.5,1.84,0.54,0.89,80.6,232.6,13,45,0
INV012622,12.7,7.75,4.78,3.52,2.46,3.94,51,6.51,6,6.6,2.9,2.76,11.09,26.96,7,1.07,10,1.36,1.26,1.31,2.66,0.513,0.873,47.4,136.6,17,126,1
INV012623,16.29,10.43,6.0,4.49,3.11,4.41,141,8.34,11,8.38,4.25,3.41,12.84,31.68,9,1.0,11,1.53,1.38,1.81,2.72,0.512,0.788,76.2,219.9,13,159,0
INV012624,13.61,8.77,6.75,5.42,3.66,4.59,105,6.79,9,7.24,3.28,3.18,11.68,30.11,6,0.72,11,1.72,0.93,1.65,2.02,0.499,0.858,71.7,206.7,16,121,0
INV012625,19.15,11.92,9.01,7.33,4.7,4.95,327,9.82,9,10.73,4.92,4.47,16.57,42.15,7,0.53,8,2.2,0.77,1.8,2.13,0.513,0.865,134.6,388.2,11,116,1
INV012626,14.33,9.06,7.56,5.73,4.06,4.4,179,8.22,11,8.27,3.65,3.31,12.3,32.16,5,0.64,7,1.8,1.63,1.33,1.9,0.574,0.858,84.5,243.8,10,58,0
INV012627,11.08,6.49,4.46,3.77,2.15,3.79,42,5.96,12,7.33,3.49,3.25,9.88,24.22,4,0.9,8,1.24,1.02,0.93,2.48,0.538,0.892,38.5,111.2,12,125,0
INV012628,17.75,10.69,7.52,5.74,4.03,4.48,234,8.09,9,9.43,4.22,3.71,13.88,35.28,4,0.58,10,1.76,0.73,1.56,2.36,0.456,0.782,104.1,300.3,10,77,0
INV012629,16.43,9.68,8.13,6.55,4.41,4.5,214,7.87,9,9.43,4.24,3.81,13.36,34.85,4,0.62,8,2.1,1.25,1.38,2.02,0.479,0.813,104.2,300.5,3,10,0
INV012630,19.35,12.45,8.94,6.9,4.63,5.34,251,9.55,9,11.06,5.3,4.87,14.47,37.88,7,0.64,7,2.3,0.84,1.88,2.16,0.494,0.748,134.9,389.2,12,85,0
INV012631,14.68,9.01,7.02,5.24,3.76,3.94,157,7.1,9,8.28,3.8,3.64,11.19,29.4,4,0.59,8,1.9,1.11,1.36,2.09,0.484,0.762,80.4,231.9,4,46,0
INV012632,12.09,7.87,5.57,4.35,2.86,3.75,38,5.36,10,6.97,3.36,2.92,8.94,23.45,1,0.55,9,1.35,1.01,0.63,2.17,0.443,0.739,52.5,151.5,6,92,0
INV012633,10.59,6.29,4.91,3.8,2.53,3.3,10,5.83,10,7.13,3.11,3.18,8.24,21.39,8,0.87,10,1.3,1.57,1.11,2.16,0.551,0.778,40.6,117.0,16,93,0
INV012634,16.5,10.27,7.39,5.83,3.81,4.95,225,8.62,10,9.14,3.95,3.89,13.14,33.67,6,0.49,8,1.89,0.64,1.39,2.23,0.522,0.796,95.1,274.4,5,105,0
INV012635,14.99,9.4,7.54,5.87,3.95,4.07,174,7.65,10,9.3,4.1,3.87,12.82,33.18,5,0.76,10,1.94,0.32,1.44,1.99,0.51,0.855,88.2,254.3,10,80,0
INV012636,16.12,9.9,7.14,5.28,3.44,5.04,185,8.34,10,9.16,4.19,3.69,13.86,34.86,6,1.04,9,1.85,1.02,1.68,2.26,0.517,0.86,89.8,259.0,12,171,0
INV012637,18.61,11.78,6.95,5.52,3.4,4.75,189,8.63,8,10.24,5.16,4.19,14.62,36.19,8,1.1,12,1.87,1.01,1.77,2.68,0.464,0.786,100.9,291.0,19,186,0
INV012638,15.32,9.21,6.39,4.73,3.08,4.29,142,9.03,9,8.12,4.15,3.31,12.84,32.07,12,1.31,12,1.84,0.89,2.3,2.4,0.589,0.838,76.4,220.3,20,190,0
INV012639,16.89,10.77,6.96,5.85,3.87,4.0,127,8.97,11,9.12,4.26,3.9,14.41,35.78,6,0.75,9,1.75,0.68,1.81,2.43,0.531,0.853,91.7,264.5,18,117,0
INV012640,13.41,7.98,5.61,4.59,2.96,3.99,65,6.37,10,7.33,3.38,3.07,10.22,26.05,7,0.74,8,1.4,1.11,1.09,2.39,0.475,0.762,58.7,169.3,10,174,0
INV012641,16.46,10.14,7.25,5.84,3.66,4.75,167,8.48,10,8.53,3.71,3.71,13.45,34.15,7,0.58,9,1.81,0.79,1.49,2.27,0.515,0.817,93.1,268.5,10,105,0
INV012642,16.11,10.23,5.3,4.01,2.71,4.11,152,7.95,9,9.0,4.1,3.95,13.32,31.94,9,1.29,10,1.29,0.9,1.88,3.04,0.493,0.827,66.6,192.1,16,183,1
INV012643,14.74,9.01,6.19,4.92,3.52,4.35,81,6.85,8,8.13,3.47,3.31,11.44,29.07,5,0.72,8,1.55,1.09,1.59,2.38,0.465,0.776,71.2,205.3,11,137,0
INV012644,14.73,8.63,6.25,4.66,3.28,3.83,109,7.26,9,8.81,3.99,3.85,11.08,28.41,6,0.86,11,1.5,0.48,2.05,2.36,0.493,0.752,71.8,207.1,14,187,0
INV012645,18.62,11.29,7.01,5.57,3.29,4.53,201,8.56,8,9.65,4.21,4.18,13.97,34.95,9,1.09,9,1.92,1.15,2.07,2.66,0.46,0.75,101.8,293.7,18,135,1
INV012646,11.07,6.66,6.48,5.2,3.26,3.5,58,6.03,11,6.74,3.25,2.6,9.41,25.3,7,0.83,9,1.72,0.9,1.61,1.71,0.545,0.85,56.0,161.4,10,112,0
INV012647,13.87,8.35,6.61,5.13,3.49,4.24,101,7.33,10,7.99,3.84,3.36,10.46,27.53,5,0.52,10,1.78,0.76,1.17,2.1,0.528,0.754,71.5,206.3,8,99,0
INV012648,20.75,12.76,8.22,6.41,4.14,6.46,280,9.95,11,10.09,4.47,4.37,16.75,41.72,3,0.85,9,2.03,1.09,2.01,2.52,0.48,0.807,133.0,383.8,14,99,1
INV012649,19.78,12.41,8.59,6.9,4.42,5.15,276,9.65,9,10.3,4.73,4.32,15.89,40.37,8,0.83,7,2.3,0.69,1.8,2.3,0.488,0.803,132.5,382.3,14,115,1
INV012650,14.27,8.82,8.42,6.33,4.38,4.87,158,7.32,10,8.76,4.1,3.99,11.62,31.66,1,0.27,7,2.14,1.04,1.39,1.69,0.513,0.814,93.7,270.3,5,114,0
INV012651,15.55,9.43,6.13,4.89,3.43,4.63,120,8.72,9,9.3,4.22,3.5,13.87,33.87,11,1.27,10,1.66,0.73,1.82,2.54,0.561,0.892,74.4,214.5,22,161,0
INV012652,15.32,9.15,7.02,5.38,3.58,3.79,114,7.13,12,7.66,3.38,3.07,11.25,29.52,5,0.67,10,1.92,1.44,1.18,2.18,0.465,0.734,83.9,242.0,4,143,0
INV012653,13.32,8.61,5.48,4.35,3.14,3.65,76,5.92,10,7.02,3.19,2.6,10.42,26.32,5,0.82,8,1.42,0.98,1.24,2.43,0.444,0.782,56.9,164.2,9,95,0
INV012654,17.79,10.95,7.04,5.36,4.04,4.9,194,9.47,10,9.9,4.66,4.01,14.36,35.76,8,1.06,11,1.88,0.96,2.14,2.53,0.532,0.807,97.7,281.8,15,96,1
INV012655,17.92,11.07,8.33,6.38,4.23,5.07,231,9.14,9,10.31,4.67,4.26,13.99,36.31,9,1.38,10,2.25,1.0,2.36,2.15,0.51,0.781,116.4,335.9,13,148,1
INV012656,15.29,9.18,5.98,4.61,3.1,4.53,145,7.46,11,8.95,3.84,3.69,13.0,31.98,7,0.76,9,1.33,1.02,1.74,2.56,0.488,0.85,71.3,205.7,16,136,0
INV012657,11.65,7.36,5.53,4.28,2.61,2.72,85,5.7,11,7.21,3.41,2.8,10.77,27.07,6,0.72,9,1.55,1.12,1.33,2.11,0.489,0.924,50.3,145.0,9,53,0
INV012658,16.37,10.21,7.15,5.92,3.69,3.91,178,6.85,9,9.09,4.21,3.77,12.07,31.29,6,0.55,7,1.8,0.64,1.15,2.29,0.418,0.737,91.3,263.4,7,106,0
INV012659,16.77,10.39,6.18,5.12,3.04,4.06,128,9.76,11,9.02,4.23,4.03,13.93,34.04,10,1.35,11,1.54,0.95,2.13,2.71,0.582,0.831,80.8,233.2,19,187,1
INV012660,15.51,9.8,5.39,4.06,3.05,4.48,142,7.87,11,8.33,3.63,3.55,14.48,34.35,10,1.24,12,1.47,0.86,2.0,2.88,0.507,0.934,65.2,188.1,20,180,1
INV012661,14.26,8.62,5.81,4.62,3.08,3.78,93,6.53,11,8.26,3.88,3.58,11.14,28.09,4,0.48,10,1.65,0.81,1.08,2.45,0.458,0.781,64.6,186.4,9,116,0
INV012662,10.68,6.48,2.33,1.96,1.22,2.94,10,6.0,10,5.76,2.7,2.57,9.86,22.05,11,1.17,11,0.57,1.4,1.41,4.58,0.562,0.923,19.4,56.0,17,193,0
INV012663,17.66,10.78,7.03,5.26,3.35,4.82,233,9.01,12,9.17,4.35,4.16,13.86,34.75,6,0.77,10,1.86,1.09,1.62,2.51,0.51,0.785,96.8,279.3,15,159,0
INV012664,19.32,12.39,6.61,5.52,3.39,5.6,200,10.51,10,10.55,4.61,4.62,15.76,38.13,5,1.04,12,1.8,0.95,1.97,2.92,0.544,0.816,99.6,287.3,16,212,0
INV012665,16.89,10.52,7.1,4.88,3.97,5.17,184,8.45,11,9.53,4.11,4.41,13.45,34.0,8,0.66,11,1.86,0.58,1.61,2.38,0.5,0.796,93.5,269.8,12,188,1
INV012666,20.7,12.48,7.8,6.34,4.41,5.23,257,10.82,11,10.8,4.74,4.48,16.78,41.36,8,1.23,11,2.05,0.9,2.59,2.65,0.523,0.811,125.9,363.3,22,209,1
INV012667,18.66,11.64,8.46,6.22,4.43,5.36,201,8.26,10,9.31,4.29,3.49,14.71,37.88,6,0.84,8,2.15,1.1,1.95,2.21,0.443,0.788,123.1,355.2,15,108,0
INV012668,17.38,10.62,5.19,4.12,2.39,4.22,173,8.46,9,8.74,3.98,4.08,13.78,32.75,9,1.34,12,1.18,0.76,1.93,3.35,0.487,0.793,70.4,203.0,18,190,1
INV012669,15.98,9.94,6.83,5.47,3.7,4.82,163,8.57,10,8.74,3.72,3.48,13.11,33.05,8,1.31,12,1.73,0.8,1.84,2.34,0.536,0.82,85.1,245.6,21,186,0
INV012670,13.16,8.61,6.32,4.79,3.18,3.76,139,7.01,10,8.12,3.78,3.35,10.58,27.48,4,0.64,8,1.66,1.05,1.4,2.08,0.533,0.804,64.9,187.1,10,86,0
INV012671,18.34,11.16,6.97,5.7,4.0,5.3,217,9.22,11,9.35,4.07,3.82,15.11,37.19,11,1.35,12,1.76,1.25,2.09,2.63,0.503,0.824,99.7,287.6,17,182,1
INV012672,13.91,8.82,6.37,5.09,3.44,3.76,120,6.97,10,8.65,4.07,3.76,11.5,29.37,10,0.82,8,1.55,1.01,1.49,2.18,0.501,0.827,69.1,199.4,13,106,0
INV012673,14.27,8.84,6.62,5.21,3.31,4.02,146,7.04,11,8.64,3.99,3.79,11.27,29.16,1,0.72,7,1.63,0.67,1.26,2.16,0.493,0.79,73.7,212.6,3,53,0
INV012674,13.67,8.24,4.9,4.07,2.54,3.08,85,8.28,11,7.07,3.27,2.48,11.44,27.78,8,1.0,10,1.28,0.93,1.45,2.79,0.606,0.837,52.2,150.7,19,166,0
