id_especimen,longitud_total_mm,longitud_elitro_mm,anchura_max_mm,anchura_pronoto_mm,anchura_cabeza_mm,altura_cuerpo_mm,longitud_antena_mm,num_segmentos_antena,longitud_pata_anterior_mm,longitud_pata_posterior_mm,longitud_femur_mm,longitud_tibia_mm,longitud_tarso_mm,distancia_interocular_mm,diametro_ojo_mm,longitud_mandibula_mm,num_estrias_elitro,num_puntos_pronoto,longitud_espolon_mm,peso_mg,ratio_largo_ancho,ratio_antena_cuerpo,ratio_pata_cuerpo,area_dorsal_mm2,volumen_estimado_mm3,longitud_ala_mm,envergadura_mm,coloracion
ESP010597,12.56,7.86,5.8,4.55,3.17,3.85,5.45,,5.88,7.34,3.33,3.38,2.19,1.57,0.7,1.26,7,33.0,0.48,39,2.17,,0.584,56.8,140.2,9.89,25.58,negro
ESP010598,17.41,10.85,7.52,5.85,4.0,5.96,7.87,11.0,7.39,9.84,4.44,4.34,2.68,1.94,1.0,1.72,11,43.0,0.81,181,2.32,0.452,0.565,102.1,390.2,13.87,35.26,marron
ESP010599,14.4,8.91,5.91,4.58,3.34,4.0,5.85,10.0,5.03,7.23,3.45,3.03,2.03,1.68,0.68,,9,45.0,0.7,102,2.44,0.406,0.502,66.4,170.2,10.05,26.01,negro
ESP010600,11.03,7.24,6.24,4.9,3.33,3.35,5.04,9.0,5.05,7.0,3.45,3.1,1.83,1.64,0.86,1.09,8,45.0,1.03,40,1.77,0.457,0.635,53.7,115.3,8.64,23.52,marron
ESP010601,12.02,7.59,6.56,5.29,3.8,4.52,5.99,8.0,5.68,6.6,3.19,2.67,2.06,1.86,0.86,1.0,10,,0.65,86,1.83,0.498,0.549,61.5,178.2,9.59,25.74,marron
ESP010602,21.35,12.79,9.41,7.57,5.31,6.03,10.6,11.0,8.08,11.67,5.2,4.73,3.24,2.42,1.36,2.2,10,79.0,1.19,271,2.27,0.496,0.547,156.7,605.7,,42.33,metalico
ESP010603,17.55,11.07,7.42,5.83,4.2,5.2,6.84,11.0,6.01,10.32,4.91,4.41,2.67,2.2,1.04,1.92,13,50.0,1.18,172,2.37,0.39,0.588,101.6,338.6,13.08,33.58,negro
ESP010604,21.96,13.9,9.51,7.49,5.05,5.93,9.5,11.0,8.59,13.23,5.96,5.65,3.81,2.67,1.34,2.47,10,75.0,1.31,271,2.31,0.433,0.602,162.9,619.2,17.68,44.87,marron
ESP010605,22.52,13.63,8.24,6.09,4.7,6.82,9.66,,8.69,13.1,6.35,5.3,3.53,2.34,1.12,2.47,10,83.0,1.2,232,2.73,0.429,0.582,144.7,632.8,17.89,44.02,metalico
ESP010606,11.62,7.4,5.38,4.31,3.19,3.83,5.04,7.0,4.43,7.11,2.94,2.93,1.87,1.6,0.69,1.46,9,28.0,0.62,40,2.16,0.434,0.612,48.8,119.7,10.0,25.38,negro
ESP010607,16.43,9.69,6.17,4.85,3.47,4.69,8.97,10.0,7.14,10.18,,4.29,2.81,1.74,0.75,2.08,9,41.0,1.06,160,2.66,0.546,0.62,79.1,237.7,14.5,35.17,negro
ESP010608,18.68,11.46,8.37,6.78,4.68,5.0,9.1,,7.43,11.07,,4.48,3.19,2.38,1.11,2.11,11,57.0,0.77,192,2.23,0.487,0.593,122.0,390.9,14.46,37.29,marron
ESP010609,17.77,10.85,6.77,5.26,3.79,4.72,8.41,11.0,7.61,10.13,4.79,4.41,2.96,1.95,0.87,1.83,11,75.0,0.57,148,2.62,0.473,0.57,93.8,283.9,12.67,32.11,metalico
ESP010610,12.0,7.4,5.9,4.32,3.52,4.6,6.62,10.0,5.36,8.41,3.93,3.84,2.08,1.68,0.76,1.31,9,35.0,0.56,99,2.03,0.552,0.701,55.2,162.8,10.55,27.0,metalico
ESP010611,17.08,10.47,7.01,5.74,3.92,,9.02,11.0,6.99,10.7,4.69,4.3,2.99,1.94,0.81,2.32,12,54.0,0.84,187,2.44,0.528,0.626,93.4,290.9,14.59,36.19,rojizo
ESP010612,14.25,8.81,5.9,4.34,3.39,4.0,6.09,7.0,5.18,8.45,,3.41,2.42,1.68,0.8,1.25,8,47.0,0.82,95,2.42,0.427,0.593,65.6,168.2,11.51,28.92,marron
ESP010613,17.91,11.15,6.33,4.84,3.43,4.97,8.88,12.0,7.01,10.89,4.96,4.34,2.97,1.77,0.99,1.75,11,61.0,0.77,176,2.83,0.496,0.608,88.4,281.7,14.36,35.05,rojizo
ESP010614,19.34,12.12,6.77,5.34,3.88,,9.93,11.0,7.85,12.04,5.34,5.05,3.24,1.66,0.86,1.93,9,,0.97,207,2.86,,0.623,102.1,354.2,15.21,37.19,marron
ESP010615,21.66,13.51,9.49,7.16,5.14,6.25,9.79,,7.83,12.59,5.42,5.35,3.6,2.51,1.31,2.54,9,68.0,0.98,279,2.28,0.452,,160.3,642.4,17.18,43.85,metalico
ESP010616,17.77,10.4,7.47,6.17,4.11,5.46,8.11,11.0,7.57,10.95,4.91,4.47,3.14,2.32,0.76,2.06,10,,1.01,187,2.38,0.456,0.616,103.5,362.4,13.45,34.37,negro
ESP010617,13.09,8.28,6.2,5.0,3.42,3.69,5.24,8.0,5.34,7.49,3.34,3.01,2.14,1.64,0.96,1.39,9,55.0,0.5,87,2.11,0.4,,63.3,149.7,9.03,24.26,negro
ESP010618,11.83,7.5,5.93,4.71,3.52,3.78,4.86,10.0,4.99,7.06,3.3,2.59,2.09,1.56,0.67,1.16,9,37.0,0.54,70,1.99,0.411,,54.7,132.6,9.38,24.69,metalico
ESP010619,,8.7,6.19,5.18,3.2,4.83,7.26,,5.56,8.72,4.29,3.9,2.3,1.56,1.01,1.59,10,42.0,0.96,118,2.23,0.526,0.632,66.6,206.1,11.5,29.19,marron
ESP010620,12.92,8.0,5.22,4.16,,4.01,5.87,9.0,5.44,8.21,3.74,3.44,2.38,1.42,0.73,1.31,8,16.0,0.72,62,2.48,0.454,0.635,52.6,135.2,10.71,26.64,metalico
ESP010621,16.35,10.37,6.23,5.28,3.56,4.44,7.94,,6.72,9.68,4.55,,2.46,1.64,0.78,1.65,12,63.0,0.96,148,2.62,0.486,0.592,79.5,226.1,13.4,33.03,negro
ESP010622,21.79,13.72,9.0,6.84,,5.57,8.99,11.0,7.96,12.42,5.27,5.15,3.41,2.52,1.36,,10,63.0,1.04,232,2.42,0.413,0.57,153.0,546.2,16.0,41.0,metalico
ESP010623,21.39,13.56,8.17,6.85,4.35,5.77,10.49,11.0,8.48,12.21,5.51,,3.12,2.14,1.16,2.37,10,78.0,1.08,232,2.62,,0.571,136.3,504.2,16.14,40.45,rojizo
ESP010624,20.27,12.2,8.85,7.08,4.79,5.65,10.14,11.0,7.86,11.97,5.53,5.03,3.21,2.5,1.26,2.18,10,,0.95,258,2.29,0.5,0.591,139.9,506.8,15.44,39.73,negro
ESP010625,,6.74,6.49,5.05,3.62,3.83,4.69,9.0,4.26,6.65,2.76,3.1,1.99,1.73,0.88,1.55,7,30.0,1.08,34,1.66,0.435,0.616,54.6,,9.54,25.57,negro
ESP010626,18.08,11.4,7.42,5.89,4.01,4.71,8.92,11.0,7.31,10.59,4.91,4.78,3.19,1.91,0.99,2.06,11,49.0,0.68,189,2.44,0.493,0.586,104.6,315.9,14.73,36.88,marron
ESP010627,19.34,12.13,6.69,5.21,3.82,5.73,8.66,10.0,7.13,10.53,5.02,4.08,3.3,2.05,0.96,2.11,13,51.0,0.43,169,2.89,0.448,0.544,100.9,370.7,15.36,37.41,marron
ESP010628,14.75,9.4,6.22,4.97,3.4,3.86,7.17,10.0,6.96,8.98,3.94,3.83,2.63,1.89,0.76,1.27,8,43.0,0.72,97,2.37,0.486,0.609,71.6,177.1,11.75,29.72,negro
ESP010629,18.65,11.7,8.17,6.76,4.78,,9.61,11.0,7.25,10.23,4.62,4.15,2.95,2.08,1.13,2.08,12,43.0,1.05,236,2.28,0.515,0.549,118.8,421.3,,39.35,metalico
ESP010630,18.52,11.48,7.64,6.19,4.46,5.18,9.27,11.0,7.37,11.49,5.07,5.07,3.12,2.1,1.04,2.17,12,56.0,0.96,210,2.42,0.501,0.62,110.4,366.5,15.83,39.3,metalico
ESP010631,19.55,12.52,8.67,6.85,4.8,5.46,8.71,10.0,8.2,11.19,5.08,4.88,3.3,2.45,1.21,2.22,12,63.0,0.8,235,2.25,0.446,0.572,132.2,,16.05,40.77,rojizo
ESP010632,11.76,7.58,6.59,4.98,3.74,,5.57,9.0,5.4,7.25,3.19,3.22,2.09,1.89,0.84,1.31,9,30.0,0.52,72,1.78,0.474,0.616,60.4,156.2,10.52,27.63,marron
ESP010633,11.32,6.81,5.21,4.34,2.85,4.15,4.82,8.0,4.93,6.55,2.95,2.82,1.73,1.23,0.7,1.24,8,25.0,0.74,56,2.17,,0.579,46.0,122.4,8.58,22.37,negro
ESP010634,20.76,13.07,8.32,6.72,4.25,5.75,8.68,11.0,7.74,11.96,5.44,5.15,3.29,2.29,1.07,,11,,0.81,228,2.5,0.418,0.576,134.7,496.6,15.86,40.04,marron
ESP010635,18.78,11.38,8.07,6.75,4.54,5.12,9.25,11.0,7.71,11.19,5.06,4.72,3.19,2.14,0.98,1.88,11,74.0,0.91,232,2.33,0.493,0.596,118.2,388.0,15.52,39.11,marron
ESP010636,13.85,8.33,6.52,5.43,3.52,4.58,6.07,9.0,5.45,8.79,3.87,4.02,2.4,1.63,0.83,1.6,8,74.0,1.07,91,2.12,0.438,0.635,70.4,206.8,10.83,28.18,marron
ESP010637,13.06,8.0,6.94,5.76,,4.49,6.52,8.0,5.72,8.39,3.93,3.32,2.34,1.89,1.07,1.2,10,57.0,0.69,97,1.88,0.499,0.642,70.7,203.5,10.51,27.96,negro
ESP010638,12.49,7.81,4.71,4.04,,4.12,5.23,9.0,4.01,7.06,3.32,2.9,1.84,1.4,0.54,,8,23.0,0.51,49,2.65,0.419,0.565,45.9,121.2,8.36,21.43,marron
ESP010639,13.27,8.59,6.78,5.12,,4.27,6.98,8.0,5.93,7.95,3.72,,2.16,1.74,0.93,1.66,9,61.0,0.65,111,1.96,0.526,,70.2,192.1,11.09,28.96,rojizo
ESP010640,18.17,11.05,7.64,6.29,4.22,5.43,9.33,11.0,7.33,10.68,,4.69,3.09,2.1,1.09,1.91,10,73.0,1.21,203,2.38,0.513,0.588,108.3,376.9,,37.76,negro
ESP010641,11.77,7.58,5.55,4.65,,3.05,5.82,9.0,4.52,6.9,3.46,2.99,2.11,1.59,0.76,1.16,9,28.0,0.93,56,2.12,0.494,0.586,51.0,99.6,8.95,23.45,marron
ESP010642,13.06,8.52,5.27,4.36,,,6.47,,4.79,7.95,3.64,3.55,2.05,1.67,0.79,1.46,8,31.0,0.6,44,2.48,0.495,0.609,53.7,156.9,10.82,26.91,negro
ESP010643,12.77,7.93,6.39,5.48,3.33,,5.94,9.0,5.54,7.47,3.48,2.66,2.15,1.65,0.86,1.45,10,5.0,0.42,75,2.0,0.465,0.585,63.6,156.7,10.58,27.55,negro
ESP010644,22.24,13.6,7.28,5.52,3.94,6.03,9.09,11.0,8.39,12.59,6.0,,3.61,1.92,1.03,2.24,12,73.0,0.96,249,3.05,0.409,0.566,126.3,488.2,16.64,40.56,metalico
ESP010645,13.43,8.51,5.97,4.22,3.35,4.03,5.61,9.0,5.63,8.41,3.94,3.49,2.26,1.81,0.83,1.21,9,44.0,0.69,75,2.25,0.418,0.626,62.5,161.6,11.11,28.19,negro
ESP010646,18.76,11.39,7.13,5.63,4.04,,7.61,10.0,7.6,10.71,4.63,4.49,3.02,1.97,0.97,1.9,10,60.0,1.1,183,2.63,0.406,0.571,104.3,313.7,14.15,35.43,metalico
ESP010647,,7.43,5.5,4.2,2.99,3.92,5.5,8.0,4.59,6.52,3.05,,1.83,1.43,0.76,1.22,6,32.0,0.74,53,2.15,0.465,,50.8,127.5,9.27,24.04,negro
ESP010648,20.89,12.88,10.14,7.88,5.25,5.76,9.39,11.0,8.4,12.11,5.67,5.38,3.47,2.75,1.38,2.4,9,57.0,1.18,234,2.06,,0.58,165.2,610.1,,43.36,negro
ESP010649,10.07,6.1,4.83,4.35,2.52,3.7,4.89,9.0,4.28,6.49,2.88,2.81,1.9,1.4,0.73,1.31,8,30.0,0.69,16,2.08,0.486,0.644,37.9,90.0,9.34,23.51,negro
ESP010650,12.79,8.09,5.52,4.47,3.16,3.88,5.81,9.0,4.97,7.29,3.39,3.15,1.96,1.57,0.79,1.07,8,45.0,0.65,76,2.32,0.454,0.57,55.1,137.0,9.22,23.96,metalico
ESP010651,8.91,5.79,5.48,4.08,2.79,3.39,4.72,9.0,4.48,5.78,2.65,2.36,1.69,1.55,0.74,1.07,7,13.0,0.57,34,1.63,0.53,0.649,38.1,82.8,7.5,20.48,metalico
ESP010652,14.65,8.82,6.54,5.35,3.45,4.95,5.61,8.0,5.68,7.96,4.13,3.71,2.41,1.8,0.81,1.41,8,65.0,0.66,95,2.24,0.383,,74.7,237.1,11.07,28.68,negro
ESP010653,,8.87,5.86,4.67,3.27,4.55,5.93,8.0,6.09,7.82,3.52,3.24,2.18,1.81,0.84,1.1,7,37.0,0.78,96,2.37,0.427,0.563,63.4,185.0,10.71,27.28,rojizo
ESP010654,18.01,11.31,7.97,6.21,4.43,5.34,8.05,11.0,6.76,10.46,4.72,,3.08,2.14,1.14,2.24,12,42.0,1.1,180,2.26,0.447,0.581,112.0,383.3,13.3,34.57,rojizo
ESP010655,,7.21,6.44,5.51,,,4.95,8.0,4.65,6.2,3.01,2.6,1.7,1.87,0.95,1.53,12,59.0,0.55,68,1.75,0.44,0.552,56.5,136.1,8.61,23.66,negro
ESP010656,13.14,7.98,7.28,5.33,4.14,5.06,5.68,8.0,5.86,8.47,4.02,3.63,2.25,1.89,0.85,1.56,9,62.0,0.71,104,1.8,,0.645,74.6,242.0,10.22,27.72,negro
ESP010657,21.41,13.33,7.65,6.52,4.21,5.83,9.11,10.0,7.56,11.47,5.19,4.85,3.23,2.03,1.11,2.18,12,59.0,1.13,196,2.8,0.426,0.536,127.8,477.4,15.65,38.95,negro
ESP010658,18.6,11.67,8.56,6.96,4.73,5.66,9.54,11.0,7.68,11.77,5.26,4.82,3.28,2.44,1.2,2.29,9,56.0,0.88,212,2.17,0.513,0.633,124.2,450.6,14.52,37.6,negro
ESP010659,12.8,7.82,5.51,4.17,3.2,3.86,5.89,9.0,5.32,8.28,3.92,3.36,2.19,1.61,0.88,1.52,8,28.0,0.95,62,2.32,0.46,0.647,55.0,136.1,9.4,24.31,marron
ESP010660,17.28,11.18,5.94,4.6,3.14,4.61,7.68,11.0,6.82,10.44,4.94,4.56,3.02,1.64,0.78,1.89,11,42.0,0.88,162,2.91,0.444,0.604,80.1,236.6,14.21,34.36,marron
ESP010661,,8.71,6.0,4.63,3.47,4.28,6.68,,5.82,8.28,3.74,3.47,2.18,1.87,0.84,1.56,7,43.0,0.63,82,2.32,0.48,0.595,65.1,178.6,11.24,28.48,metalico
ESP010662,12.11,7.55,5.36,4.11,3.24,4.93,5.56,9.0,5.22,7.41,3.65,3.15,2.09,1.52,0.6,1.24,9,63.0,0.4,68,2.26,0.459,0.612,50.6,160.0,10.38,26.12,negro
ESP010663,10.56,6.96,4.92,3.75,2.8,,5.24,8.0,4.39,6.59,3.15,2.63,1.91,1.34,0.7,1.22,9,35.0,0.24,26,2.15,0.496,0.624,40.5,88.1,8.91,22.74,negro
ESP010664,12.14,7.57,6.63,5.34,3.52,,5.92,,5.62,8.29,3.88,3.05,2.23,1.74,0.8,1.31,6,16.0,0.39,95,1.83,0.488,0.683,62.8,174.3,9.8,26.23,marron
ESP010665,11.54,6.88,5.56,4.52,3.03,3.18,4.84,9.0,4.83,7.4,3.53,2.94,1.78,1.59,0.78,1.39,8,45.0,0.97,38,2.08,0.419,0.641,50.0,,8.6,22.76,negro
ESP010666,22.41,13.88,9.29,7.22,4.98,6.41,10.0,10.0,8.85,12.71,5.78,5.08,3.55,2.53,1.35,2.5,10,68.0,1.06,315,2.41,0.446,0.567,162.4,667.2,17.55,44.39,metalico
ESP010667,13.48,8.71,6.79,5.6,4.19,4.61,6.7,8.0,6.2,8.89,3.97,4.06,2.42,2.08,0.85,1.48,10,,0.93,85,1.99,0.497,0.659,71.4,211.0,10.68,28.15,metalico
ESP010668,22.67,14.3,7.07,5.32,3.8,6.2,10.05,11.0,8.2,13.18,5.84,5.41,3.62,1.88,1.09,2.47,11,63.0,0.98,257,3.21,0.443,0.581,125.0,496.9,17.13,41.33,marron
ESP010669,23.69,14.42,9.05,7.07,,5.93,10.32,11.0,8.27,13.85,,,3.96,2.48,1.31,2.52,9,84.0,1.39,263,2.62,0.436,0.585,167.2,635.7,17.86,44.77,metalico
ESP010670,12.8,7.69,6.18,4.88,3.6,4.33,6.93,8.0,5.27,7.6,,3.28,2.3,1.5,0.8,1.46,9,26.0,0.87,94,2.07,,0.594,61.7,171.3,10.11,26.4,negro
ESP010671,11.34,6.97,5.8,4.29,3.2,3.57,5.28,7.0,4.62,6.71,3.05,2.95,1.97,1.5,0.77,1.12,10,38.0,0.21,39,1.96,0.466,0.592,51.3,117.4,8.91,23.62,negro
ESP010672,18.69,11.74,6.84,5.08,3.73,4.82,8.57,11.0,7.01,10.83,4.68,,3.12,1.92,0.93,1.76,11,79.0,1.24,172,2.73,0.459,0.579,99.7,308.1,15.07,36.98,negro
ESP010673,18.92,11.99,7.62,6.6,,5.51,8.75,12.0,7.25,10.97,5.0,4.42,3.24,2.14,1.0,2.05,11,35.0,1.23,220,2.48,0.462,0.58,112.5,397.2,15.2,38.02,metalico
ESP010674,19.79,12.05,8.19,6.4,4.37,5.86,8.51,12.0,8.56,12.43,5.54,5.25,3.48,2.47,1.06,1.82,10,55.0,0.62,232,2.42,,0.628,126.4,474.9,15.91,40.01,rojizo
ESP010675,14.47,8.79,5.73,4.37,3.01,4.28,6.06,10.0,5.56,7.22,3.29,2.81,1.98,1.37,0.83,1.06,8,,0.94,118,2.53,0.419,0.499,64.7,177.4,10.98,27.69,negro
ESP010676,19.87,12.54,8.5,6.66,4.56,5.25,8.26,10.0,7.66,10.81,5.25,4.56,2.96,2.51,1.14,1.99,11,,1.11,215,2.34,0.416,0.544,131.7,443.3,15.02,38.54,metalico
ESP010677,22.13,13.95,8.72,7.06,4.73,5.95,9.34,11.0,8.16,12.76,6.36,5.38,3.71,2.31,1.2,2.48,10,66.0,1.23,270,2.54,0.422,0.577,150.5,574.1,16.99,42.7,marron
ESP010678,18.33,11.42,7.56,6.17,,,8.68,10.0,7.13,11.61,5.37,4.65,3.08,2.0,1.08,1.91,11,53.0,1.14,178,2.42,0.474,0.633,108.1,394.2,14.02,35.6,rojizo
ESP010679,16.6,10.14,7.36,6.15,,4.76,7.58,11.0,7.02,11.05,5.42,4.19,3.18,2.0,0.95,1.8,9,63.0,1.12,158,2.26,0.457,0.666,95.3,290.8,13.54,34.44,marron
ESP010680,12.54,7.17,6.55,5.14,3.9,4.03,5.09,8.0,5.28,8.12,4.19,,2.28,1.72,0.78,1.44,11,38.0,0.71,89,1.91,0.406,0.648,64.1,165.5,10.22,26.99,negro
ESP010681,9.7,6.14,5.21,3.98,2.92,3.41,4.63,7.0,4.61,6.7,2.85,,1.76,1.4,0.69,1.19,10,30.0,0.35,20,1.86,0.477,0.691,39.4,86.2,8.95,23.11,marron
ESP010682,13.92,8.65,6.39,5.05,3.49,4.17,6.4,9.0,6.1,8.63,4.04,3.34,2.57,1.71,0.88,1.33,8,35.0,1.01,123,2.18,0.46,0.62,69.4,185.5,10.82,28.03,marron
ESP010683,9.34,5.92,4.58,3.67,2.57,3.72,5.87,8.0,4.29,6.43,2.89,2.97,1.78,1.12,0.73,1.19,9,18.0,0.7,45,2.04,,0.688,33.4,79.6,9.12,22.82,negro
ESP010684,,9.23,6.68,5.54,3.46,,6.75,10.0,5.31,9.18,4.5,4.03,2.48,1.84,0.97,1.48,8,48.0,0.67,107,2.15,0.47,0.639,74.9,227.0,11.14,28.96,rojizo
ESP010685,20.52,13.01,8.38,6.89,4.64,5.71,9.16,,7.51,11.22,5.25,4.63,3.51,2.42,1.17,2.03,9,65.0,1.04,215,2.45,0.446,0.547,134.1,490.9,15.41,39.2,rojizo
ESP010686,10.89,7.15,5.26,4.06,2.93,3.76,5.25,7.0,5.91,7.12,,3.04,2.26,1.53,0.73,0.89,9,47.0,0.91,67,2.07,0.482,0.654,44.7,107.7,9.86,24.98,negro
ESP010687,11.7,7.06,5.75,4.81,3.29,3.72,5.44,8.0,5.05,6.81,3.04,3.18,1.83,1.42,0.69,1.33,10,49.0,0.48,39,2.03,0.465,,52.5,125.1,10.36,26.47,negro
ESP010688,12.94,7.83,6.19,5.54,3.78,4.03,5.48,9.0,5.1,7.66,3.76,3.22,2.07,1.59,0.83,1.48,9,32.0,0.67,73,2.09,0.423,0.592,62.5,161.4,9.93,26.05,negro
ESP010689,14.11,8.75,6.45,4.77,3.54,4.38,6.56,10.0,5.41,9.3,4.26,3.74,2.82,1.9,0.93,,9,46.0,0.43,96,2.19,0.465,0.659,71.0,199.3,11.98,30.41,metalico
ESP010690,21.64,13.51,8.52,6.91,4.62,6.47,10.06,12.0,8.21,12.08,5.58,5.09,3.52,2.3,1.21,,9,66.0,0.9,255,2.54,,0.558,143.8,596.4,16.22,40.96,negro
ESP010691,14.24,8.64,6.12,5.11,3.01,3.98,6.1,10.0,5.43,8.16,4.04,,2.17,1.77,0.89,1.17,8,36.0,0.51,99,2.33,0.428,0.573,68.0,,10.6,27.32,negro
ESP010692,13.43,8.38,6.25,5.05,3.46,3.71,5.17,10.0,6.02,7.98,3.97,3.21,2.4,1.56,0.84,,7,47.0,0.96,84,2.15,0.385,0.594,65.5,155.7,10.07,26.39,marron
ESP010693,14.92,9.25,6.77,5.53,3.53,4.51,6.24,8.0,6.06,8.65,3.69,,2.29,1.72,0.97,1.65,9,31.0,0.66,133,2.2,0.418,0.58,78.8,227.8,11.82,30.41,negro
ESP010694,20.61,12.95,9.31,7.55,5.09,5.75,9.55,11.0,8.3,12.58,5.55,5.37,3.39,2.46,1.26,2.2,10,78.0,1.39,271,2.21,,0.61,149.7,551.7,17.88,45.07,marron
ESP010695,,6.9,5.78,4.5,3.08,3.74,6.28,8.0,4.88,7.71,3.36,,2.07,1.52,0.72,1.17,9,43.0,0.7,76,2.0,0.544,0.668,52.0,124.7,9.62,25.02,marron
ESP010696,11.84,7.42,5.79,4.5,3.21,4.03,5.82,9.0,5.08,6.79,3.52,2.94,1.96,1.54,0.75,1.22,8,39.0,0.57,37,2.04,0.492,0.573,53.5,138.1,9.48,24.75,negro
ESP010697,13.67,8.52,6.17,4.98,3.61,4.03,6.86,7.0,5.28,7.6,3.69,3.16,2.02,1.83,0.86,1.56,9,49.0,0.57,93,2.22,,0.556,65.8,170.0,11.19,28.55,rojizo
ESP010698,20.12,12.32,7.63,6.34,,5.56,8.51,11.0,7.57,12.1,5.91,5.12,3.35,2.03,1.17,1.98,10,60.0,1.3,229,2.64,0.423,0.601,119.7,,14.83,37.29,metalico
ESP010699,21.91,13.62,9.75,7.55,5.53,5.42,9.38,11.0,8.17,12.88,5.77,5.39,3.51,2.57,1.29,2.33,10,68.0,1.0,235,2.25,0.428,0.588,166.6,578.9,16.05,41.85,metalico
ESP010700,20.04,12.75,6.8,5.57,3.49,6.02,9.41,11.0,7.35,11.83,5.59,5.06,3.22,1.79,1.01,2.14,9,,1.16,225,2.95,0.47,0.59,106.3,410.2,15.97,38.74,metalico
ESP010701,18.75,11.8,7.31,5.82,4.22,5.53,8.55,,6.95,10.78,4.7,4.6,3.08,2.14,1.09,,11,18.0,0.88,168,2.56,0.456,0.575,106.9,379.0,14.37,36.05,rojizo
ESP010702,13.31,7.83,7.06,5.46,3.81,3.61,5.23,9.0,5.45,7.74,3.57,3.48,2.37,2.05,0.85,1.5,9,26.0,0.89,67,1.89,0.393,0.582,73.3,169.6,9.94,26.94,negro
ESP010703,8.29,5.04,5.7,4.43,,3.1,4.92,8.0,4.46,5.57,2.59,2.28,1.64,1.65,0.77,0.88,8,27.0,0.51,21,1.45,,0.672,36.9,73.2,7.93,21.56,rojizo
ESP010704,18.19,11.4,7.49,5.84,3.93,5.25,8.45,12.0,6.69,10.84,5.01,4.57,3.09,2.03,1.02,2.06,11,49.0,1.06,204,2.43,0.465,0.596,106.3,357.6,14.8,37.09,marron
ESP010705,13.65,8.38,7.11,5.58,3.87,4.47,6.58,8.0,6.19,7.9,3.22,,2.28,2.0,0.98,1.49,7,7.0,0.8,113,1.92,0.482,,75.7,216.9,10.32,27.75,negro
ESP010706,12.85,8.26,5.84,4.55,3.3,3.9,6.44,9.0,5.71,7.73,3.75,3.34,2.19,1.4,0.77,1.36,8,22.0,0.78,70,2.2,,0.602,58.5,146.3,9.56,24.96,marron
ESP010707,19.9,12.8,8.48,6.78,4.66,5.41,8.56,12.0,7.93,11.81,5.53,5.16,3.24,2.34,1.13,2.39,12,,0.84,220,2.35,0.43,0.593,131.6,456.5,15.87,40.22,metalico
ESP010708,23.09,14.66,7.73,5.79,4.16,6.34,11.04,11.0,8.41,13.61,6.41,5.83,3.69,2.02,1.14,2.4,14,88.0,1.26,273,2.99,0.478,0.589,139.2,565.8,18.03,43.79,marron
ESP010709,11.36,7.4,6.17,4.61,,4.05,5.25,9.0,5.21,6.92,3.62,2.7,1.76,1.59,0.89,1.14,8,40.0,0.58,64,1.84,0.462,0.609,54.7,141.9,10.02,26.21,negro
ESP010710,11.75,7.58,6.4,4.98,3.39,4.14,5.55,8.0,5.55,6.58,3.17,2.65,1.99,1.64,0.99,1.27,9,44.0,0.78,90,1.84,0.472,0.56,58.7,155.7,9.81,26.02,marron
ESP010711,18.35,11.36,7.08,5.84,3.89,5.16,8.08,11.0,7.48,11.08,5.21,4.51,3.16,1.96,0.89,1.88,13,39.0,0.73,184,2.59,0.44,0.604,101.3,335.2,14.5,36.08,metalico
ESP010712,10.81,6.33,5.68,4.23,2.86,3.73,4.85,9.0,5.12,6.77,3.26,2.7,1.88,1.55,0.72,,9,29.0,0.55,39,1.9,0.449,0.626,47.9,114.5,9.17,24.02,negro
ESP010713,11.13,6.74,4.9,3.85,2.51,3.97,5.71,9.0,4.83,7.09,3.36,2.94,2.23,1.28,0.65,1.09,8,12.0,0.82,56,2.27,0.513,0.637,42.5,108.3,9.21,23.32,negro
ESP010714,16.27,10.56,6.85,5.36,3.83,5.46,8.06,11.0,7.02,9.02,3.97,3.99,2.58,1.93,0.87,1.84,12,,0.59,161,2.38,0.495,0.554,86.9,304.3,12.97,32.79,marron
ESP010715,12.57,7.6,5.24,4.1,,3.7,6.25,9.0,4.79,7.24,3.11,2.99,1.88,1.47,0.7,1.38,8,12.0,0.75,57,2.4,0.497,0.576,51.4,121.9,10.25,25.74,negro
ESP010716,11.7,7.18,5.18,4.41,2.87,3.48,5.09,8.0,5.61,7.25,3.21,3.09,2.04,1.42,0.81,1.4,9,62.0,0.73,53,2.26,,0.62,47.3,105.5,9.57,24.32,marron
ESP010717,10.93,6.88,5.44,4.0,,3.65,5.28,8.0,4.88,6.54,3.33,2.83,1.98,1.42,0.72,1.26,8,42.0,0.92,57,2.01,0.483,0.598,46.4,108.5,9.32,24.08,marron
ESP010718,12.33,7.79,6.0,4.59,3.25,3.68,6.07,8.0,4.65,7.35,3.3,3.03,1.87,1.64,0.73,1.49,7,43.0,0.79,56,2.06,0.492,0.596,57.7,136.1,8.66,23.32,negro
ESP010719,11.17,6.97,6.25,4.94,3.45,3.87,5.17,7.0,5.71,6.74,2.94,2.8,1.8,1.77,0.91,1.24,10,31.0,0.6,70,1.79,0.463,0.603,54.5,135.1,9.12,24.49,negro
